name,rating,reviews,company_type,Head_Quarters
Maharashtra State Road Transport Corporation,4.0,(161),Government,Mumbai +32 other locations
AYTB,3.9,(160),Engineering & Construction,Al Jubail +14 other locations
Outlook,2.9,(160),New Delhi +14 other locations,
Gea Process Engineering India,4.1,(160),Food Processing,Vadodara +7 other locations
Topre India,4.2,(160),Auto Components,Ahmedabad +10 other locations
Metayb,3.9,(160),IT Services & Consulting,Chennai +1 other locations
Indo European Educational Services,4.3,(160),Education & Training,New Delhi +9 other locations
Khadi Natural Healthcare,4.1,(160),Fitness & Wellness,New Delhi +10 other locations
Innovision,3.0,(160),Facility Management Services,Gurugram +35 other locations
Bimal Auto Agency,3.5,(160),Auto Components,Bengaluru +7 other locations
Semac Consultants,3.8,(161),Engineering & Construction,Bengaluru +19 other locations
New Era Technology,3.4,(160),IT Services & Consulting,Bengaluru +4 other locations
Trafigura,3.1,(160),Logistics,Mumbai +4 other locations
TIL,3.8,(160),Industrial Machinery,Kolkata +19 other locations
Kesari Tours,3.5,(160),Travel & Tourism,Mumbai +14 other locations
High Court Lucknow,4.5,(160),Law Enforcement & Security,Lucknow +24 other locations
Webdew,4.5,(160),IT Services & Consulting,Sahibzada Ajit Singh Nagar +9 other locations
India Power Corporation,3.8,(160),Power,Kolkata +8 other locations
Makino,3.7,(160),Auto Components,Bengaluru +16 other locations
Mohani Tea Leaves,4.0,(160),FMCG,Kanpur +22 other locations
Yes Madam,4.2,(160),Internet,Noida +8 other locations
Happy Forging,3.8,(160),Auto Components,Ludhiana +5 other locations
Net2source,3.4,(160),Recruitment,Noida +8 other locations
Billroth Hospitals,3.7,(160),Healthcare,Chennai +3 other locations
Amanta Healthcare,4.1,(160),Pharma,Ahmedabad +18 other locations
M.P. Power Transmission Company,3.8,(160),Power,Jabalpur +35 other locations
Group Pharmaceuticals,3.8,(160),Pharma,Bengaluru +27 other locations
Saraswati Accountants Software,4.4,(160),IT Services & Consulting,New Delhi +4 other locations
Aptia,2.7,(160),IT Services & Consulting,Mumbai +7 other locations
Desai Construction,4.1,(160),Engineering & Construction,Valsad +21 other locations
Masters' Union School of Business,3.1,(160),EdTech,Gurugram +2 other locations
Vitromed Healthcare,3.4,(160),Medical Equipment,Jaipur +6 other locations
Supple Tek Industries,3.2,(160),Food Processing,Amritsar +34 other locations
Lilavati Hospital & Research Centre,3.8,(160),Healthcare,Mumbai +9 other locations
Iprogrammer Solutions,4.1,(160),IT Services & Consulting,Pune +3 other locations
University of Delhi,4.4,(160),Education & Training,New Delhi +4 other locations
EAPRO Global Ltd,4.2,(160),Consumer Electronics & Appliances,Roorkee +18 other locations
Gopaljee Dairy Foods,4.4,(159),Food Processing,Noida +27 other locations
Zerodha,4.0,(159),FinTech,Bengaluru +22 other locations
Kanakadurga Finance,3.6,(159),NBFC,Vijayawada +53 other locations
GP Strategies,3.5,(159),Recruitment,Chennai +12 other locations
Fukoku,3.6,(159),Automobile,Pune +2 other locations
Parsons International,4.0,(159),IT Services & Consulting,Doha +14 other locations
KRYFS POWER COMPONENTS,3.8,(159),Industrial Machinery,Mumbai +17 other locations
TVS Upasana Engineering,3.7,(159),Automobile,Hosur +7 other locations
Flatworld Mortgage Processing,3.6,(159),IT Services & Consulting,Bengaluru +4 other locations
Sterlite Industries,3.9,(159),Other,Thoothukudi +19 other locations
Seco Tools,4.3,(159),Metals & Mining,Pune +8 other locations
AmpleLogic,3.8,(159),Software Product,Hyderabad +1 other locations
Goel Construction,3.7,(159),Engineering & Construction,Jaipur +41 other locations
Peekay Steel Castings,4.0,(159),Iron & Steel,Coimbatore +8 other locations
Tcs And Associates,3.4,(159),IT Services & Consulting,Chennai +22 other locations
CollegePur,4.6,(159),Education & Training,Ghaziabad +7 other locations
MELCO,3.7,(159),Industrial Machinery,Faridabad +31 other locations
Cherry Hill Interiors,4.0,(159),Architecture & Interior Design,New Delhi +11 other locations
Hubtown,3.5,(159),Engineering & Construction,Mumbai +9 other locations
ACI Worldwide,4.0,(159),Software Product,Bengaluru +5 other locations
Canteen Stores Department,4.3,(159),Mumbai +60 other locations,
MResult Services,3.7,(159),IT Services & Consulting,Bengaluru +5 other locations
Hyland Software Solutions India LLP,4.1,(159),IT Services & Consulting,Kolkata +3 other locations
VOLTECH O AND M SERVICES,4.0,(159),Oil & Gas,Chennai +40 other locations
Escorts Railway Equipment Division,3.7,(159),Industrial Machinery,Faridabad +3 other locations
Welspun Specialty Solutions,3.8,(159),Iron & Steel,Bharuch +11 other locations
Gmr Airport Developers,3.8,(159),Engineering & Construction,Hyderabad +10 other locations
Enlist Management Consultants,3.2,(159),Recruitment,New Delhi +18 other locations
Paracoat Products,3.6,(159),Auto Components,Hosur +10 other locations
Bayer Zydus Pharma,3.4,(160),Pharma,Mumbai +39 other locations
Johnson Electric,3.7,(159),Electronics Manufacturing,Chennai +7 other locations
Ace Pipeline Contracts,4.2,(159),Engineering & Construction,Mumbai +40 other locations
Datavail Infotech,3.3,(159),IT Services & Consulting,Hyderabad +7 other locations
Webvio Technologies,4.3,(159),IT Services & Consulting,Kolkata +2 other locations
Equentis Wealth Advisory Services,3.3,(159),Financial Services,Mumbai +5 other locations
Nimbus BPO,3.2,(159),BPO,Ranchi +6 other locations
Oben Electric Vehicle,4.3,(159),Automobile,Bengaluru +10 other locations
M2P Fintech,3.1,(159),FinTech,Chennai +7 other locations
Hind Rectifiers,3.6,(159),Electrical Equipment,Mumbai +10 other locations
vSplash Techlabs,2.1,(159),IT Services & Consulting,Hyderabad +2 other locations
Pritam International,3.3,(159),Consumer Electronics & Appliances,Roorkee +17 other locations
Advanced Medtech Solutions,3.6,(159),Medical Equipment,Vadodara +26 other locations
Melorra,3.0,(159),Internet,Bengaluru +15 other locations
Broadcast Engineering Consultants India,3.4,(158),Government,New Delhi +26 other locations
Sharp Business Systems India,3.6,(158),Consumer Electronics & Appliances,New Delhi +26 other locations
ROI NET Solution,4.2,(158),FinTech,Gurugram +37 other locations
ACE Group,4.1,(158),Real Estate,Noida +26 other locations
Lotus Footwear Enterprises,4.1,(158),Fashion & Textile,Chennai +11 other locations
Kalburgi Cement,3.4,(158),Building Material,Kalaburagi +16 other locations
Grand View Research,3.0,(158),Analytics & KPO,Pune +3 other locations
Curateq Biologics,3.3,(158),Biotechnology,Hyderabad +5 other locations
TI METAL FORMING,3.9,(158),Auto Components,Chennai +14 other locations
Strategic Learning Solutions,4.0,(158),BPO,Gurugram +28 other locations
Envision Enterprise Solutions,2.8,(158),IT Services & Consulting,Hyderabad +7 other locations
Pyrotech Electronics,3.0,(158),Electronics Manufacturing,Udaipur +11 other locations
Export Trading group,3.5,(158),IT Services & Consulting,Bengaluru +20 other locations
TC Global,3.6,(158),EdTech,New Delhi +17 other locations
Basicfirst Learning,2.7,(158),EdTech,New Delhi +25 other locations
5K Car Care,4.5,(158),Other,Coimbatore +13 other locations
Helo.ai by VivaConnect,4.3,(158),Telecom,Mumbai +2 other locations
Anthea Pharma,4.1,(158),Pharma,Hyderabad +4 other locations
Deepak Foundation,3.8,(158),Non-Profit,Vadodara +31 other locations
American Institute of Pathology and Laboratory Sciences,4.3,(158),Healthcare,Hyderabad +30 other locations
IndianOil Skytanking,3.0,(158),Oil & Gas,New Delhi +14 other locations
Gera Developments,4.0,(158),Real Estate,Pune +5 other locations
Inductotherm,3.9,(158),Industrial Machinery,Ahmedabad +13 other locations
Dentsu Communications,3.3,(158),Marketing & Advertising,Pune +8 other locations
Thomson Press India,4.2,(158),Printing & Publishing,Faridabad +10 other locations
Universal Cables,4.0,(158),Building Material,Satna +14 other locations
Anvil Cables,3.8,(158),Semiconductors,Kolkata +27 other locations
Sharp Sight,4.0,(158),Healthcare,New Delhi +13 other locations
Ccl Products,4.2,(158),Beverage,Hyderabad +26 other locations
Baggit,2.6,(158),Fashion & Textile,Mumbai +28 other locations
Smart Drive Systems,3.4,(158),IT Services & Consulting,Hyderabad +3 other locations
Milestone Gears,3.9,(158),Auto Components,Baddi +7 other locations
Idexcel Technologies,3.3,(158),IT Services & Consulting,Bengaluru +12 other locations
Tracks Components,3.2,(158),Pune +8 other locations,
Synchronoss Technologies,4.2,(158),Telecom,Bengaluru +4 other locations
Jotun Paints,3.9,(158),Petrochemicals,Pune +25 other locations
Nexus Select Trust,4.0,(158),Retail,Bengaluru +17 other locations
Aakash Health Care,3.8,(158),Healthcare,New Delhi +5 other locations
GreenCell Mobility,3.4,(158),Logistics,Mumbai +24 other locations
Verinite Technologies,4.1,(158),IT Services & Consulting,Pune +2 other locations
Emmbi Industries,3.8,(158),Packaging,Dadra & Nagar Haveli +14 other locations
Amphenol Omniconnect - India,3.9,(158),Electronics Manufacturing,Chennai +4 other locations
Frick India,3.7,(158),Industrial Machinery,Faridabad +14 other locations
Trayee Business Solutions,3.5,(158),BPO,Chennai +2 other locations
Auto Mechanics,2.7,(158),Kolkata +8 other locations,
Hartex Rubber,3.3,(158),Auto Components,Hyderabad +14 other locations
Makino Auto Industries,3.9,(158),Automobile,Noida +10 other locations
Sampark Logistics,3.4,(158),Logistics,Faridabad +21 other locations
Amagi Media Labs,3.4,(158),Software Product,Bengaluru +3 other locations
Cadeploy Engineering,3.2,(158),Engineering & Construction,Hyderabad +6 other locations
Shree Technocrat Communication Systems,3.8,(158),Telecom,New Delhi +20 other locations
Endress Hauser,4.2,(158),Industrial Automation,Mumbai +20 other locations
Petroexcel Technology Services,3.4,(158),Oil & Gas,Vadodara +10 other locations
Govind Milk & Milk Products,4.3,(158),Food Processing,Pune +16 other locations
3Pillar Global,3.2,(158),Software Product,Noida +4 other locations
Oakridge International School,3.5,(158),Education & Training,Hyderabad +11 other locations
Enaltec Labs,3.0,(158),Pharma,Mumbai +6 other locations
Jyote Motors,3.8,(158),Automobile,Bhubaneswar +12 other locations
Maharashtra State Electricity Transmission Company,4.2,(157),Government,Mumbai +36 other locations
Khivraj Motors,3.9,(157),Automobile,Chennai +7 other locations
Vihaan Networks,4.1,(157),Telecom,Gurugram +22 other locations
Lrs Services,3.6,(157),IT Services & Consulting,Mumbai +24 other locations
Atotech,3.9,(157),Chemicals,Gurugram +11 other locations
Enterslice,3.8,(157),FinTech,Noida +4 other locations
VK Building Services,4.0,(157),Engineering & Construction,Bengaluru +14 other locations
Sterling Biotech,4.1,(157),Pharma,Vadodara +4 other locations
DCM Infotech,3.4,(157),IT Services & Consulting,New Delhi +13 other locations
Qatargas,4.6,(157),Oil & Gas,Mumbai +15 other locations
Gemini Edibles & Fats India,4.1,(157),Food Processing,Kakinada +22 other locations
Pasco Automobiles,4.1,(157),Automobile,Gurugram +10 other locations
Vitech Systems Asia,3.5,(157),IT Services & Consulting,Hyderabad +2 other locations
Roto Pumps,3.9,(157),Industrial Machinery,Noida +9 other locations
Manomav Engineers,4.0,(157),Engineering & Construction,Noida +12 other locations
Partha Dental,3.7,(157),Healthcare,Hyderabad +16 other locations
eBIZ.com,2.6,(157),EdTech,Noida +23 other locations
Prateek Group,3.8,(157),Real Estate,Noida +4 other locations
Orange City Water,3.8,(157),Waste Management,Nagpur +3 other locations
Pravin Masalewale,4.0,(157),FMCG,Pune +39 other locations
An Pharmaceuticals,4.2,(157),Pharma,New Delhi +16 other locations
Verity Knowledge Solutions,3.1,(157),Investment Banking / Venture Capital / Private Equity,Hyderabad +5 other locations
ICONMA,3.0,(158),Recruitment,Hyderabad +3 other locations
HYOSUNG T&D,3.9,(157),Electrical Equipment,Pune +5 other locations
Deepak Chem Tech,4.0,(157),Chemicals,Bharuch +7 other locations
Chandak Group,4.3,(157),Real Estate,Mumbai +6 other locations
Inshorts,3.5,(157),Internet,Noida +10 other locations
Centelon,3.2,(157),IT Services & Consulting,Pune +9 other locations
GKB Opticals,4.5,(157),Retail,Kolkata +23 other locations
Nipha Exports,3.7,(157),Industrial Machinery,Kolkata +9 other locations
CTX Life Science,3.9,(157),Pharma,Surat +6 other locations
Rayden Interactive,2.7,(157),IT Services & Consulting,Pune +2 other locations
Jobby Engineers,4.2,(157),Engineering & Construction,Mumbai +19 other locations
Niyo Solutions,3.1,(157),Financial Services,Bengaluru +14 other locations
Anabeeb,4.0,(157),Oil & Gas,Al Jubail +14 other locations
KK Spun Pipes,3.2,(156),Industrial Machinery,New Delhi +18 other locations
Shimizu,4.1,(156),Engineering & Construction,Bengaluru +15 other locations
Yashoda Super Speciality Hospitals,3.8,(156),Hyderabad +8 other locations,
Nivara Home Finance,3.8,(156),Financial Services,Bengaluru +35 other locations
Khushi Advertising Ideas Private Limited,4.5,(156),Marketing & Advertising,Mumbai +22 other locations
Krishna Buildestates,3.7,(156),Engineering & Construction,New Delhi +12 other locations
Kemwell Biopharma,3.3,(156),Biotechnology,Bengaluru +4 other locations
YuppTV,3.4,(156),Broadcasting,Hyderabad +4 other locations
Pace Power Systems,3.5,(156),Electrical Equipment,Bengaluru +41 other locations
Vibracoustic,3.6,(156),Automobile,Noida +11 other locations
Bankai Infotech,3.2,(156),IT Services & Consulting,Ahmedabad +7 other locations
Indovision Services,3.8,(156),IT Services & Consulting,New Delhi +23 other locations
Attero Recycling,4.4,(156),Semiconductors,Noida +12 other locations
bgr Mining infra pvt Ltd,4.0,(156),Metals & Mining,Hyderabad +18 other locations
Synmac Consultants,4.1,(156),Accounting & Auditing,Chennai +3 other locations
Edujobs Academy,3.3,(156),Education & Training,Kolkata +28 other locations
Cease Fire,2.8,(156),New Delhi +42 other locations,
MT Autocraft,4.0,(157),Auto Components,Rohtak +11 other locations
Marsh McLennan Global Services,4.1,(156),Financial Services,Mumbai +6 other locations
Prabha Engineering,3.7,(156),Auto Components,Pune +15 other locations
HCL Foundation,4.4,(156),Non-Profit,Lucknow +12 other locations
Homesfy Realty,3.6,(156),Real Estate,Mumbai +8 other locations
Axis Sales,4.5,(156),Financial Services,Mumbai +68 other locations
Satec Envir Engineering (I),4.2,(156),Engineering & Construction,Mumbai +7 other locations
Doms Industries,3.8,(156),Other,Umbergaon +29 other locations
Chloride Metals,3.6,(156),Haldia +12 other locations,
Mahanadi Coalfields,4.5,(156),Metals & Mining,Sambalpur +22 other locations
Ideaforge Technology,3.5,(156),Internet,Mumbai +7 other locations
Egon Zehnder International,3.7,(157),Management Consulting,Gurugram +5 other locations
Topsoe,3.9,(156),Chemicals,Faridabad +5 other locations
Grundfos,4.0,(156),Industrial Machinery,Chennai +18 other locations
PMI Electro Mobility Solutions,3.9,(156),Automobile,Dharuhera +22 other locations
Skechers South Asia,4.2,(156),Retail,Mumbai +35 other locations
Hirschvogel Components,4.0,(156),Auto Components,Pune +4 other locations
Solera,3.1,(156),IT Services & Consulting,Bengaluru +3 other locations
Clearwater Analytics,2.6,(156),Internet,Noida +6 other locations
Daramic Battery Separator India,3.7,(156),Electrical Equipment,Bharuch +8 other locations
Gulshan Polyols,3.4,(156),Chemicals,New Delhi +16 other locations
Hansa Cequity,3.0,(156),Marketing & Advertising,Mumbai +5 other locations
SECON Private Limited Bangalore INDIA,3.5,(155),Engineering & Construction,Bengaluru +16 other locations
Jaypee Brothers Medical Publishers,3.4,(155),Printing & Publishing,New Delhi +14 other locations
Pioneer e Solutions,3.6,(155),IT Services & Consulting,New Delhi +37 other locations
GAIN Credit,3.9,(155),FinTech,Chennai +6 other locations
Sresta Natural Bioproducts,3.6,(155),FMCG,Hyderabad +35 other locations
BIZONGO,3.1,(155),Emerging Technologies,Mumbai +11 other locations
Goodricke Group,4.1,(155),Food Processing,Kolkata +35 other locations
Conserve Solution,3.9,(155),Engineering & Construction,Chennai +8 other locations
PMJ Gems & Jewellers,3.6,(155),Jewellery,Hyderabad +19 other locations
Health Prime International,3.1,(155),Analytics & KPO,Mumbai +7 other locations
Fairfield Inn by Marriott,4.2,(160),Hyderabad +22 other locations,
Milltec Machinery Pvt Ltd Bangalore,4.0,(155),Industrial Machinery,Bengaluru +23 other locations
TeamLease Edtech,3.1,(155),EdTech,Mumbai +26 other locations
Sahu Exports,4.2,(155),Fashion & Textile,Noida +6 other locations
CDW,4.4,(155),IT Services & Consulting,Chennai +4 other locations
MRC Logistics,4.0,(155),Logistics,Pune +42 other locations
Pearl Beverages,3.1,(155),Beverage,Guntur +18 other locations
Mahavir Die Casters,4.0,(155),Auto Components,Gurugram +6 other locations
BYLD Group,3.9,(155),Management Consulting,Gurugram +3 other locations
Bajaj Electronics,3.7,(165),Retail,Hyderabad +35 other locations
Ivis International,3.5,(155),Law Enforcement & Security,Hyderabad +14 other locations
Bsa Corporation,3.7,(155),Auto Components,Pune +27 other locations
The Dollar Business,3.2,(155),IT Services & Consulting,Hyderabad +7 other locations
Sanyo Special Steel Manufacturing,4.1,(155),Iron & Steel,Khopoli +8 other locations
Eastman Industries,3.9,(155),Auto Components,Ludhiana +6 other locations
Ram Kripal Singh Construction,3.7,(155),Engineering & Construction,Ranchi +32 other locations
EMB Global,4.4,(155),Internet,Gurugram +2 other locations
Avantha Technologies,3.4,(155),IT Services & Consulting,Gurugram +9 other locations
Rorito International,3.7,(156),Other,Chennai +36 other locations
MAT Brakes,4.1,(155),Industrial Machinery,Sonipat +9 other locations
India1 Payments,3.8,(155),Financial Services,Bengaluru +25 other locations
Theorem Incorporation,3.3,(155),Marketing & Advertising,Mysuru +6 other locations
Cape East,3.4,(155),Industrial Machinery,Doha +12 other locations
IonIdea,3.2,(155),Software Product,Bengaluru +9 other locations
Colgate Global Business Services,3.6,(155),IT Services & Consulting,Mumbai +4 other locations
Bhartiya International,3.5,(155),Fashion & Textile,Bengaluru +12 other locations
Ramco Steels,4.0,(155),Iron & Steel,Faridabad +6 other locations
Him Teknoforge,3.5,(155),Auto Components,Baddi +13 other locations
BigStep Technologies,4.4,(155),IT Services & Consulting,Gurugram +2 other locations
SKS Fasteners,3.4,(155),Auto Components,Pune +5 other locations
Interglobe Air Transport,3.4,(155),Aviation,New Delhi +27 other locations
Euro School,3.6,(155),Education & Training,Bengaluru +16 other locations
Giridhan Metal,4.0,(155),Iron & Steel,Asansol +12 other locations
Texila Educational And Management Services,4.0,(155),Education & Training,Coimbatore +7 other locations
Manipal HealthMap,3.9,(155),Healthcare,New Delhi +36 other locations
FreshToHome,3.6,(155),Retail,Bengaluru +20 other locations
Signzy Technologies,3.0,(155),Software Product,Bengaluru +8 other locations
Deepija Telecom,3.9,(155),Software Product,Hyderabad +14 other locations
Nido Machineries,3.6,(155),Industrial Machinery,Mumbai +16 other locations
Anchor Health and Beauty Care,4.0,(155),Beauty & Personal Care,Mumbai +40 other locations
Rajhans (Desai-Jain) Group,4.0,(155),Real Estate,Surat +16 other locations
MathWorks,3.9,(155),Software Product,Bengaluru +5 other locations
Interactive Avenues,3.2,(155),Marketing & Advertising,Mumbai +6 other locations
Dr. Ram Manohar Lohia Hospital,4.3,(154),Healthcare,New Delhi +10 other locations
SmartED Innovations,4.1,(154),Education & Training,Bengaluru +4 other locations
Amity International School,3.8,(154),Education & Training,New Delhi +18 other locations
Continental Carbon India,3.8,(154),Chemicals,Ghaziabad +6 other locations
Garuda Power,3.2,(154),Industrial Machinery,Kolkata +22 other locations
Premium Chick Feeds,3.6,(153),Pune +53 other locations,
LeapScholar,3.4,(154),Bengaluru +15 other locations,
Central Coalfields,4.4,(154),Metals & Mining,Ranchi +11 other locations
Future Consumer,4.4,(154),FMCG,Mumbai +28 other locations
Vortex Engineering,4.0,(154),IT Services & Consulting,Chennai +24 other locations
SoftTech Engineers Limited,3.3,(154),IT Services & Consulting,Pune +23 other locations
Topsel Toyota,3.7,(154),Automobile,Kolkata +9 other locations
Alp Overseas,3.7,(155),Auto Components,Neemrana +12 other locations
Dream Plast India,3.8,(154),Industrial Machinery,Pune +6 other locations
Uniproducts,3.5,(154),Auto Components,Rewari +13 other locations
Replicon,3.5,(154),Software Product,Bengaluru +4 other locations
Mosaic Wellness,3.4,(154),Fitness & Wellness,Mumbai +8 other locations
Electronics Mart India,3.4,(167),Retail,Hyderabad +26 other locations
Axis Securities and Sales,3.5,(154),Mumbai +58 other locations,
Newton School: Pay after Placement,3.4,(154),Internet,Bengaluru +7 other locations
Ajit Industries Pvt.Ltd,4.2,(154),Chemicals,New Delhi +34 other locations
TAAZAA,4.0,(154),IT Services & Consulting,Noida +2 other locations
StoreKing,3.6,(154),Internet,Bengaluru +19 other locations
Creditas Solutions,2.7,(155),FinTech,Gurugram +4 other locations
Sonyo Management Consultants,4.4,(154),Recruitment,New Delhi +11 other locations
Thermo Systems India,4.0,(154),Semiconductors,Hyderabad +26 other locations
Juspay Technologies,4.0,(154),FinTech,Bengaluru +6 other locations
Sahyadri Farms,3.7,(168),Internet,Nashik +14 other locations
Si Creva Capital Services,3.6,(154),Mumbai +60 other locations,
Naari Pharma,2.9,(154),Pharma,Rudrapur +12 other locations
Ankur Seeds,4.2,(154),Agriculture,Nagpur +41 other locations
Unschool Learning,3.3,(154),EdTech,Hyderabad +7 other locations
Modenik Lifestyle,3.7,(154),Fashion & Textile,Bengaluru +31 other locations
Premier Irrigation Adritec,3.8,(153),Agriculture,Kolkata +30 other locations
Casino Air Caterers & Flight Services,4.1,(153),Facility Management Services,Kochi +19 other locations
Sikka Group,3.4,(153),Real Estate,New Delhi +11 other locations
Diversey,4.1,(153),Chemicals,Mumbai +31 other locations
Air India Engineering Services,3.6,(153),Industrial Machinery,Mumbai +11 other locations
Sumeru Software Solutions,3.4,(153),IT Services & Consulting,Bengaluru +13 other locations
Intec Infra-Technologies,3.8,(153),Gurugram +5 other locations,
RS Software (India) Ltd.,3.4,(153),FinTech,Kolkata +4 other locations
Netcon Technologies,3.5,(153),IT Services & Consulting,Chennai +13 other locations
FreshMenu,3.1,(153),Internet,Bengaluru +10 other locations
Narayan Seva Sansthan,4.2,(153),Non-Profit,Udaipur +10 other locations
Magma Housing Finance,4.5,(153),Financial Services,Kolkata +61 other locations
JConnect Infotech,3.4,(153),Recruitment,Noida +9 other locations
Inube Software Solutions,3.3,(153),Software Product,Bengaluru +6 other locations
Kaefer,3.5,(153),Engineering & Construction,Mumbai +18 other locations
Krishna Institute of Medical Sciences,3.8,(153),Healthcare,Hyderabad +18 other locations
United Industries,3.7,(159),Industrial Machinery,Chennai +14 other locations
JCBL,3.5,(153),Auto Components,Chandigarh +18 other locations
Plintron Global Technology Solutions,3.0,(153),Telecom,Chennai +3 other locations
Lokmat Media,3.9,(153),Printing & Publishing,Mumbai +22 other locations
Rinder India,4.0,(153),Automobile,Pune +8 other locations
L&T Smart World & Communication,4.2,(153),IT Services & Consulting,Chennai +31 other locations
Auditics Private Limited,3.9,(153),Accounting & Auditing,Chennai +10 other locations
Goel Ganga Developments,3.7,(154),Real Estate,Pune +2 other locations
Enercon,4.1,(153),Power,Bengaluru +22 other locations
Durr India,3.5,(153),Industrial Automation,Chennai +7 other locations
Delval Flow Controls,4.2,(153),Industrial Machinery,Pune +8 other locations
IPG Mediabrands,3.3,(153),Marketing & Advertising,Pune +10 other locations
High Street Essentials,3.6,(153),Retail,Noida +18 other locations
Eagleview,3.4,(153),Software Product,Bengaluru +4 other locations
Meil Anpara Power,3.9,(153),Sonbhadra +10 other locations,
GXO,3.8,(161),Mumbai +13 other locations,
SOTI,3.1,(153),Software Product,Gurugram +9 other locations
Srijan Technologies,3.2,(153),IT Services & Consulting,New Delhi +13 other locations
More Mega Store,4.2,(152),Retail,Bengaluru +33 other locations
Data Bridge Market Research,3.0,(152),Analytics & KPO,Pune +4 other locations
Hyatt Place,4.0,(152),Hospitality,Pune +25 other locations
E C R Buildtech,3.9,(152),Engineering & Construction,New Delhi +30 other locations
CBSE,4.3,(152),Education & Training,New Delhi +73 other locations
Crowe Horwath,3.7,(152),Accounting & Auditing,Noida +10 other locations
BEO Software,4.2,(152),IT Services & Consulting,Kochi +3 other locations
P.N. International,4.0,(152),Import & Export,Lucknow +8 other locations
Payswiff Solutions,4.0,(152),FinTech,Hyderabad +29 other locations
Costa Coffee,3.7,(152),Beverage,New Delhi +27 other locations
University of Engineering and Management,4.5,(152),Education & Training,Kolkata +16 other locations
Accentuate Technology,4.1,(152),IT Services & Consulting,Bengaluru +12 other locations
HomeShop18,4.0,(152),Internet,Noida +14 other locations
Intelux Electronics,4.1,(152),Electronics Manufacturing,Pune +13 other locations
Sabyasachi Couture,3.8,(152),Fashion & Textile,Kolkata +5 other locations
Aurolab,3.9,(152),Medical Equipment,Madurai +30 other locations
Farmson Pharmaceutical,3.2,(152),Pharma,Vadodara +10 other locations
American India Foundation,3.8,(152),Non-Profit,New Delhi +38 other locations
Indovance Inc,3.0,(152),Design,Pune +3 other locations
Zuno General Insurance,4.0,(152),Financial Services,Mumbai +9 other locations
Ceratizit,4.3,(152),Industrial Machinery,Bengaluru +14 other locations
Namra Finance,3.9,(152),Financial Services,Ahmedabad +74 other locations
NELCAST,3.7,(152),Iron & Steel,Chennai +9 other locations
AKM Global,4.1,(152),Accounting & Auditing,Gurugram +12 other locations
Inorbit Mall,4.2,(152),Retail,Mumbai +8 other locations
Advaith Motors,4.2,(152),Automobile,Bengaluru +11 other locations
Java R & D,2.7,(152),IT Services & Consulting,Bhopal +7 other locations
Corbus,3.5,(152),IT Services & Consulting,Noida +5 other locations
Log 9 Materials Scientific,3.3,(151),Emerging Technologies,Bengaluru +10 other locations
Shine,2.8,(151),Internet,Gurugram +22 other locations
Airtel Business,3.7,(151),Telecom,Bengaluru +43 other locations
Barbrik Project Limited (PRA Group),3.6,(151),Engineering & Construction,Raipur +20 other locations
Executive Ship Management,4.0,(151),Ports & Shipping,Mumbai +15 other locations
B5 Plus,3.2,(151),Iron & Steel,Vadodara +13 other locations
Simple Logic IT,3.6,(151),IT Services & Consulting,Mumbai +3 other locations
Rajasthan Aushdhalaya,3.5,(151),Pharma,Mumbai +25 other locations
Alcatel-Lucent,4.4,(151),Telecom,Bengaluru +24 other locations
Modi Naturals,4.1,(151),Agro Chemicals,New Delhi +30 other locations
Arabian Fal,2.9,(151),Oil & Gas,Ras Tanura +16 other locations
Warner Bros. Discovery,3.7,(151),Media & Entertainment,Hyderabad +7 other locations
Badri Rai and Company,3.9,(151),Engineering & Construction,Guwahati +17 other locations
Rich Graviss Products,4.1,(151),FMCG,Pune +26 other locations
Raam Group,3.5,(151),Automobile,Hyderabad +8 other locations
RxLogix Corporation,2.2,(151),Software Product,Noida +5 other locations
Chandan Healthcare,3.2,(151),Healthcare,Lucknow +15 other locations
Oerlikon Balzers,3.7,(151),Metals & Mining,Pune +17 other locations
Global Trade Plaza,4.8,(151),Internet,Kanpur +4 other locations
Virtuoso,3.6,(151),Industrial Automation,Pune +5 other locations
VFS Capital,3.7,(151),NBFC,Kolkata +41 other locations
Elkayem Auto Ancillaries,3.4,(151),Industrial Machinery,Hosur +6 other locations
Muvi,3.8,(151),Internet,Bhubaneswar +3 other locations
Msc Cruises,4.4,(151),Ports & Shipping,Mumbai +11 other locations
Be10X,4.4,(152),Education & Training,Kolkata +4 other locations
Shrachi Group,2.5,(151),Real Estate,Kolkata +14 other locations
Creativelipi Webtech,2.8,(151),IT Services & Consulting,Noida +7 other locations
The Knowledge Academy,2.6,(152),Education & Training,Bengaluru +7 other locations
Vizza Insurance Broking Services,3.3,(151),Insurance,Chennai +16 other locations
IFFCO Kisan Finance,3.7,(151),New Delhi +42 other locations,
Apollomedics Super Speciality Hospitals,4.1,(151),Healthcare,Lucknow +5 other locations
Sarla Advantech,4.0,(151),Engineering & Construction,Pune +12 other locations
Reynolds,4.3,(151),Other,Chennai +30 other locations
GA Infra Private Limited,3.9,(151),Engineering & Construction,Jaipur +23 other locations
Great White Global,3.9,(151),Electrical Equipment,Mumbai +30 other locations
Shinhan Bank,3.5,(151),Banking,Mumbai +10 other locations
MGM Medical College & Hospital,3.8,(151),Healthcare,Chhatrapati Sambhajinagar +16 other locations
